,drug,smile
1112,CHEMBL1085177,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(CN3CCN(S(C)(=O)=O)CC3)cc2n1
1113,CHEMBL1085178,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1
1114,CHEMBL1085214,Cc1c(-c2ccnc(N)n2)sc2ccc(Cl)cc12
1115,CHEMBL1085240,CN1CCN(c2cccc(-c3cnn4c(N)c(-c5ccc(NC(=O)c6ccc(C(F)(F)F)cc6)cc5)cnc34)c2)CC1
1116,CHEMBL1085262,O=c1cc(N2CCOCC2)c2ccc(-c3cccc4c3oc3ccccc34)cc2o1
1117,CHEMBL1085291,Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(C4CCCCC4)c13)CNC2=O
1118,CHEMBL1085292,Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(CC4CCCCC4)c13)CNC2=O
1119,CHEMBL1085293,Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(CCO)c13)CNC2=O
1120,CHEMBL1085294,CC(C)Cn1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1c-4cnn1C)C(=O)NC3
1121,CHEMBL1085295,Cn1ncc2c1CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(C4CCCC4)c13)CNC2=O
1122,CHEMBL1085296,Cn1ncc2c1CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(CCO)c13)CNC2=O
1123,CHEMBL1085308,CN(C)CCCNS(=O)(=O)c1ccc(Nc2ncc3c(n2)-c2ccsc2CC3)cc1
1124,CHEMBL1085309,O=S(=O)(NCCO)c1ccc(Nc2nccc(-c3ccsc3)n2)cc1
1125,CHEMBL1085310,O=S(=O)(NCCO)c1ccc(Nc2ncc3c(n2)-c2ccsc2CC3)cc1
1126,CHEMBL1085316,CN1CCN(c2cccc(-c3cnn4c(N)c(-c5ccc(NC(=O)CCC6CCCC6)cc5)cnc34)c2)CC1
1127,CHEMBL1085317,CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4cccc(N5CCN(C)CC5)c4)cnn3c2N)cc1
1128,CHEMBL1085341,O=C(Nc1cc2cc[nH]c(=O)c2cc1Cl)[C@@H]1CCCNC1
1129,CHEMBL1085342,O=C(Nc1cc2cc[nH]c(=O)c2cc1Cl)C1(c2ccccc2)CCNCC1
1130,CHEMBL1085343,O=C(Cc1ccccc1)Nc1ccc2c(c1)C(=O)NC2=O
1131,CHEMBL1085344,O=C(Cc1ccccc1)Nc1ccc2[nH]nnc2c1
1132,CHEMBL1085345,O=C(Cc1ccccc1)Nc1cccc2c(=O)[nH]cnc12
1133,CHEMBL1085346,O=C(Cc1ccccc1)Nc1ccc2nc[nH]c(=O)c2c1
1134,CHEMBL1085356,CN(C)c1ccc(-c2nc3c(N4CCN(CC(=O)Nc5nccs5)CC4)c(C#N)cnc3[nH]2)cc1
1135,CHEMBL1085357,COc1ccc(-c2nc3c(N4CCN(CC(=O)Nc5nccs5)CC4)c(C4CC4)cnc3[nH]2)cc1
1136,CHEMBL1085387,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccc(OCCO)cc5)nc34)CC2)no1
1137,CHEMBL1085468,Cc1c(-c2cc(N)ncn2)sc2ccc(Cl)cc12
1138,CHEMBL108551,O=C1NC(=O)c2c1c1c3ccc(CN4CCCC4)cc3[nH]c1c1c2c2cccc3c2n1CCC3
1139,CHEMBL1085511,CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4ccc(N5CCN(C)CC5)cc4)cnn3c2N)cc1
1140,CHEMBL1085512,CN1CCN(c2ccc(-c3cnn4c(N)c(-c5ccc(NC(=O)Oc6ccccc6)cc5)cnc34)cc2)CC1
1141,CHEMBL1085540,Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(CCCO)c13)CNC2=O
1142,CHEMBL1085541,CCN(CC)CCn1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3
1143,CHEMBL1085564,CN1CCN(c2cccc(-c3cnn4c(N)c(-c5ccc(NC(=O)Oc6ccccc6)cc5)cnc34)c2)CC1
1144,CHEMBL1085603,Cc1ccc(NC(=O)Nc2cc(Cl)cc(C(F)(F)F)c2)cc1-c1nc2c(cnn2Cc2ccccc2)[nH]1
1145,CHEMBL1085607,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5ccc(CN6CCNCC6)cc5)nc34)CC2)no1
1146,CHEMBL1085654,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)-c2ccsc2CC3)cc1
1147,CHEMBL1085671,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCN(C)CC3)c2)ccc2[nH]ccc12
1148,CHEMBL1085700,Cc1c(-c2ccnc(N)n2)sc2ccc(CN)cc12
1149,CHEMBL1085706,Cc1c(-c2ccnc(N)n2)sc2ccc(-c3ccccc3)cc12
1150,CHEMBL1085710,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3ccsc3)n2)cc1
1151,CHEMBL1085733,CN1CCN(c2ccc(-c3cnn4c(N)c(-c5ccc(NC(=O)c6ccc(C(F)(F)F)cc6)cc5)cnc34)cc2)CC1
1152,CHEMBL1085747,O=c1cc(N2CCOCC2)c2ccc(-c3cccs3)cc2o1
1153,CHEMBL1085773,CC(C)c1cccc(C2CNCC2C(=O)Nc2cc3cc[nH]c(=O)c3cc2Cl)c1
1154,CHEMBL1085833,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5ccc(CN(C)C)cc5)nc34)CC2)no1
1155,CHEMBL1085848,O=C(CN1CCN(c2c(Cl)cnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)nc23)CC1)Nc1nccs1
1156,CHEMBL1085880,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3ccsc3)n2)cc1
1157,CHEMBL1085881,CN(C)CCNS(=O)(=O)c1ccc(Nc2ncc3c(n2)-c2ccsc2CC3)cc1
1158,CHEMBL1085918,CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12
1159,CHEMBL1085919,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N(C)C)cc3)ccc12
1160,CHEMBL1085920,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)nc3)ccc12
1161,CHEMBL1085921,CC(=O)N1/C(=C2\C(=O)Nc3ccccc32)C(=O)c2ccccc21
1162,CHEMBL1085927,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OCc4ccccc4)cc3)ccc12
1163,CHEMBL1085935,Cc1c(-c2ccnc(N)n2)sc2ccc(C(N)C(C)C)cc12
1164,CHEMBL108595,COC(=O)c1ccc2c(c1)[nH]c1c2c2c(c3c4cccc5c4n(c13)CCC5)C(=O)NC2=O
1165,CHEMBL1085986,O=c1cc(N2CCOCC2)c2ccc(-c3cccc(-c4ccccc4)c3)cc2o1
1166,CHEMBL1085995,Cc1nc2c(-c3cccc(N4CCN(C)CC4)c3)cnn2c(N)c1-c1ccc(NC(=O)OCC(C)C)cc1
1167,CHEMBL1085996,Cc1cc(NC(=O)OCC(C)C)ccc1-c1cnc2c(-c3cccc(N4CCN(C)CC4)c3)cnn2c1N
1168,CHEMBL1086078,CNc1nccc(-c2sc3ccc(Cl)cc3c2C)n1
1169,CHEMBL1086087,CC(C)(C)CC(=O)Nc1ccc2c(c1)CCc1cnc(Nc3ccc(S(N)(=O)=O)cc3)nc1-2
1170,CHEMBL1086151,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc([N+](=O)[O-])cc2Cl)=N1
1171,CHEMBL1086152,Cc1ccc(NC(=O)c2c(C)nc(S(=O)(=O)Cc3ccccc3)nc2-c2ccc(O)cc2O)cc1
1172,CHEMBL1086174,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12
1173,CHEMBL1086175,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12
1174,CHEMBL1086176,C/C=C/c1ccc2c(NC(=O)CCC)n[nH]c2c1
1175,CHEMBL1086178,COCCNCc1ccc(/C=C/c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2C)cc1
1176,CHEMBL1086219,O=C(CN1CCN(c2c(Br)cnc3[nH]cnc23)CC1)Nc1nccs1
1177,CHEMBL1086221,Cc1ccc(NC(=O)Nc2cc(N3CCOCC3)cc(C(F)(F)F)c2)cc1-c1nc2c(cnn2Cc2ccccc2)[nH]1
1178,CHEMBL1086296,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O
1179,CHEMBL1086297,O=C(Cc1ccccc1)Nc1ccc2c(=O)[nH]cnc2c1
1180,CHEMBL1086309,CN(C)c1ccc(-c2nc3c(N4CCN(CC(=O)Nc5nccs5)CC4)c(Br)cnc3[nH]2)cc1
1181,CHEMBL1086321,Cc1c(-c2c[nH]c3ncccc23)sc2ccc(Cl)cc12
1182,CHEMBL1086322,Cc1c(-c2ccnc(N)n2)sc2ccccc12
1183,CHEMBL1086334,CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccncc4[nH]3)c3ccccc23)n1
1184,CHEMBL1086357,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)-c2ccc(NC(=O)c4ccco4)cc2CC3)cc1
1185,CHEMBL1086377,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1
1186,CHEMBL1086403,CC(=O)NCc1cc2nc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2s1
1187,CHEMBL1086419,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCOCC3)c2)ccc2[nH]ccc12
1188,CHEMBL1086420,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCCCC3)c2)ccc2[nH]ccc12
1189,CHEMBL1086425,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OC)cc3)ccc12
1190,CHEMBL1086426,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(Cl)cc3)ccc12
1191,CHEMBL1086427,CCCC(=O)Nc1n[nH]c2c(F)c(Cl)c(-c3ccccc3)cc12
1192,CHEMBL1086444,CN(C)c1ccc(-c2nc3c(N4CCNCC4)c(Br)cnc3[nH]2)cc1
1193,CHEMBL1086486,O=C(Nc1ccc(-c2nc3c(cnn3Cc3ccccc3)[nH]2)cc1)Nc1cc(Cl)cc(C(F)(F)F)c1
1194,CHEMBL1086517,O=C(Cc1ccccc1)Nc1ccc2c(=O)[nH]ccc2c1
1195,CHEMBL1086543,COc1ccccc1Cc1ccc2sc(-c3ccnc(N)n3)c(C)c2c1
1196,CHEMBL1086544,COc1cccc(Cc2ccc3sc(-c4ccnc(N)n4)c(C)c3c2)c1
1197,CHEMBL1086545,COc1ccc(Cc2ccc3sc(-c4ccnc(N)n4)c(C)c3c2)cc1
1198,CHEMBL1086556,CN(C)c1ccc(-c2nc3c(N4CCN(CC(=O)Nc5cccnc5)CC4)c(Br)cnc3[nH]2)cc1
1199,CHEMBL1086557,CN(C)c1ccc(-c2nc3c(N4CCN(CC(=O)Nc5cccc(Cl)c5)CC4)c(Cl)cnc3[nH]2)cc1
1200,CHEMBL1086579,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1
1201,CHEMBL1086581,CC(c1ccncc1)N1CCN(c2c(Br)cnc3[nH]c(-c4ccc(N(C)C)cc4)nc23)CC1
1202,CHEMBL1086582,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1
1203,CHEMBL1086583,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(N5CCN(Cn6cccn6)CC5)nc34)CC2)no1
1204,CHEMBL1086584,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(N5CCN(Cn6cccn6)CC5)nc34)CC2)no1
1205,CHEMBL1086638,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N)cc3)ccc12
1206,CHEMBL1086639,CCCC(=O)Nc1n[nH]c2cc(-c3cccc(O)c3)ccc12
1207,CHEMBL1086640,CCCC(=O)Nc1n[nH]c2cc(C(F)(F)F)ccc12
1208,CHEMBL1086675,CCCc1c(C(=O)Nc2ccc(Oc3ccnc4cc(-c5cn(C)cn5)sc34)c(F)c2)cnn1-c1ccccc1
1209,CHEMBL1086676,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5)cc4F)c3s2)c1
1210,CHEMBL1086679,COc1cc(Nc2c(C#N)cnc3ccc(/C=C/CCN4CCOCC4)cc23)c(Cl)cc1Cl
1211,CHEMBL1086680,N#Cc1cnc2ccc(/C=C/CCN3CCOCC3)cc2c1Nc1ccc(Cl)cc1Cl
1212,CHEMBL1086730,Cc1ccc(NC(=O)c2ccncc2Cl)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1213,CHEMBL1086731,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1214,CHEMBL1086732,Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21
1215,CHEMBL1086733,Cn1cc(C2=C(Sc3ccccc3)C(=O)NC2=O)c2ccccc21
1216,CHEMBL1086734,Cn1cc(C2=C(Nc3ccccc3)C(=O)NC2=O)c2ccccc21
1217,CHEMBL1086780,CCCC(=O)Nc1n[nH]c2cc(Br)ccc12
1218,CHEMBL1086781,CCCC(=O)Nc1n[nH]c2cc(-c3ccoc3)ccc12
1219,CHEMBL1086782,CCCC(=O)Nc1n[nH]c2cc(-c3ccncc3)ccc12
1220,CHEMBL108686,CCN(CC)c1ccc2nc(Nc3c(C)cccc3Cl)c3cncn3c2c1
1221,CHEMBL1086860,Cc1ccc(NC(=O)c2cc(C3CC3)n[nH]2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1222,CHEMBL1086870,NC(=O)c1cccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)c1
1223,CHEMBL1086871,Oc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(N[C@H]5CN6CCC5CC6)cc4)ccnc23)c1
1224,CHEMBL1086882,Cc1cc(N2C[C@@H]3C[C@H]2CN3C)ccc1-c1ccnc2c(-c3cccc(O)c3)c(-c3ccncc3)nn12
1225,CHEMBL1086923,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1
1226,CHEMBL1086924,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccnc4)nc(N4CCOCC4)c3s2)CC1
1227,CHEMBL1086932,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(-c5cn(C)cn5)sc34)c(F)c2)cnn1-c1ccccc1
1228,CHEMBL1087000,Oc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5C[C@@H]6C[C@H]5CN6)cc4)ccnc23)c1
1229,CHEMBL1087001,Cc1cc(N2C[C@@H]3C[C@H]2CN3)ccc1-c1ccnc2c(-c3cccc(O)c3)c(-c3ccncc3)nn12
1230,CHEMBL1087002,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(N)ncn3)c2)c1
1231,CHEMBL1087013,CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc(O)c4)c(-c4ccncc4)nn23)c(F)c1
1232,CHEMBL1087054,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1
1233,CHEMBL1087055,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1
1234,CHEMBL1087127,Cc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1235,CHEMBL1087128,Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1236,CHEMBL1087212,COc1cc(Nc2c(C#N)cnc3cc(/C=C/c4cc(CN(C)C)ccn4)c(OC)cc23)c(Cl)cc1Cl
1237,CHEMBL1087215,COc1cc(Nc2c(C#N)cnc3cc(/C=C/c4ccc(CN(C)C)cn4)c(OC)cc23)c(Cl)cc1Cl
1238,CHEMBL1087216,COc1cc(Nc2c(C#N)cnc3cc(/C=C/c4cccc(CN(C)C)n4)c(OC)cc23)c(Cl)cc1Cl
1239,CHEMBL1087218,c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c(NCc2ccncc2)c1
1240,CHEMBL1087235,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOCC1
1241,CHEMBL1087236,O=c1[nH]c2cnc(-n3cnc4cc(C(F)(F)F)ccc43)nc2n1C1CCOCC1
1242,CHEMBL1087242,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc1OC
1243,CHEMBL1087243,COc1ccc(OC)c(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1
1244,CHEMBL1087268,Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1
1245,CHEMBL1087269,Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1
1246,CHEMBL1087279,COc1ccc(COc2ncc(COc3nc(-c4cnn(C)c4)cnc3N)cc2OC)cc1
1247,CHEMBL1087280,COc1ccc(COc2ncc(Oc3nc(-c4cnn(C)c4)cnc3N)cc2OC)cc1
1248,CHEMBL1087281,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4)s3)cc12
1249,CHEMBL1087340,COc1cc(Nc2c(C#N)cnc3cc(/C=C/c4ccc(CN(C)C)cc4)c(OC)cc23)c(Cl)cc1Cl
1250,CHEMBL1087349,c1ccc(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c(NCc2ccncc2)c1
1251,CHEMBL1087368,CCN(CC)CCNC(=O)c1[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1C
1252,CHEMBL1087380,Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21
1253,CHEMBL1087386,Cc1ccc(C(=O)NC2CC2)cc1Nc1nncc2c1cnn2-c1cccc(F)c1
1254,CHEMBL1087397,CN(C)Cc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1
1255,CHEMBL1087398,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ccc(F)cn1
1256,CHEMBL1087425,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCC(O)CC3)cc2)ccc2[nH]ccc12
1257,CHEMBL1087440,CC1=NN(C2=NC(C)=C(C(=O)Nc3cccc([N+](=O)[O-])c3)C(c3ccc(O)cc3O)N2)C(=O)/C1=C/c1ccco1
1258,CHEMBL1087499,CN(C)c1nc2ccc1CCCN1C=C(C3=C(C(=O)NC3=O)c3cn(c4ccccc34)CCC2)N2C=CC=CC12
1259,CHEMBL1087510,Oc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(N[C@@H]5CN6CCC5CC6)cc4)ccnc23)c1
1260,CHEMBL1087513,COc1cc(-n2c(Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)nc3ccccc32)ncn1
1261,CHEMBL1087522,O=C(Nc1cccc(-c2ccnc3c(-c4ccc(CN5CCCC5)cc4)cnn23)c1)c1cccc(C(F)(F)F)c1
1262,CHEMBL1087523,O=C(Nc1cccc(-c2ccnc3c(-c4cccnc4)cnn23)c1)c1cccc(C(F)(F)F)c1
1263,CHEMBL1087524,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1264,CHEMBL1087566,CC1=NN(C2=NC(C)=C(C(=O)Nc3cccc([N+](=O)[O-])c3)C(c3ccc(O)cc3O)N2)C(=O)/C1=C/c1cccs1
1265,CHEMBL1087636,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCN)ncn1
1266,CHEMBL1087638,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCO)ncn1
1267,CHEMBL1087649,Cc1ccc(C(=O)Nc2cccc(Cl)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1268,CHEMBL1087650,CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc(O)c4)c(-c4ccncc4)nn23)cc1
1269,CHEMBL1087661,COc1ccc(COc2ccc(COc3nc(-c4cnn(C)c4)cnc3N)cc2OC)cc1
1270,CHEMBL1087662,COc1ccc(COc2cnc(COc3nc(-c4cnn(C)c4)cnc3N)cc2OC)cc1
1271,CHEMBL1087780,Nc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cn1
1272,CHEMBL1087781,CN(C)CCNc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cn1
1273,CHEMBL1087791,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2c(n1)N(C(C)C)CN2
1274,CHEMBL1087834,COc1cc(Nc2c(C#N)cnc3cc(/C=C/c4cccc(CN(C)C)c4)c(OC)cc23)c(Cl)cc1Cl
1275,CHEMBL1087892,CN(C)CCc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1
1276,CHEMBL1087893,CN(C)Cc1ccccc1-c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12
1277,CHEMBL1087894,CN(C)Cc1cccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)c1
1278,CHEMBL1087898,Cc1cnc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)s1
1279,CHEMBL1087906,O=C(Nc1cccc(-c2ccnc3c(-c4cnc(N5CCOCC5)nc4)cnn23)c1)c1cccc(C(F)(F)F)c1
1280,CHEMBL1087978,CCN1CCN(CC/C=C/c2cc3ncc(C#N)c(Nc4cc(OC)c(Cl)cc4Cl)c3cc2OC)CC1
1281,CHEMBL1087984,COc1cc2nccc(Oc3ccc(NC(=O)c4cnn(-c5ccccc5)c4C(F)(F)F)cc3F)c2cc1OC
1282,CHEMBL1088027,Cc1ccc(C(=O)Nc2cccc(OC(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1283,CHEMBL1088028,Cc1ccc(C(=O)Nc2cccc(Br)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1284,CHEMBL1088029,COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c2ncc(F)cn2)n1
1285,CHEMBL1088030,Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)s1
1286,CHEMBL1088031,O=C(NC1CC1)c1ccc(F)c(Nc2nncc3c2cnn3-c2ccc(F)cc2F)c1
1287,CHEMBL1088032,O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccc(F)cc2F)c1
1288,CHEMBL1088040,Cn1cc(-c2cnc(N)c(NCc3c(Cl)cccc3Cl)n2)cn1
1289,CHEMBL1088054,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCOCC3)cc2)ccc2[nH]ccc12
1290,CHEMBL1088055,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCCCC3)cc2)ccc2[nH]ccc12
1291,CHEMBL1088056,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCC(N(C)C)CC3)cc2)ccc2[nH]ccc12
1292,CHEMBL1088120,COc1cc(Nc2c(C#N)cnc3cc(/C=C/CCCCN4CCOCC4)c(OC)cc23)c(Cl)cc1Cl
1293,CHEMBL1088121,COc1cc(Nc2c(C#N)cnc3cc(/C=C/CCN4CCOCC4)ccc23)c(Cl)cc1Cl
1294,CHEMBL1088122,N#Cc1cnc2cc(/C=C/CCN3CCOCC3)ccc2c1Nc1ccc(Cl)cc1Cl
1295,CHEMBL1088149,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c(OC)c1
1296,CHEMBL1088153,Cc1ccc(NC(=O)c2cc(C(C)(C)C)nn2C)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
1297,CHEMBL1088162,CN(C)CCc1ccccc1-c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12
1298,CHEMBL1088166,Cc1ccc(C(=O)NC2CC2)cc1Oc1nncc2c1cnn2-c1ccc(F)cc1F
1299,CHEMBL1088167,O=C(NC1CC1)c1ccc(Cl)c(Oc2nncc3c2cnn3-c2ccc(F)cc2F)c1
1300,CHEMBL1088175,Cn1cc(-c2cnc(N)c(OCc3ccccc3Cl)n2)cn1
1301,CHEMBL1088240,COc1cc(Nc2c(C#N)cnc3cc(/C=C/CCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
1302,CHEMBL1088241,COc1cc(Nc2c(C#N)cnc3cc(/C=C/CCN(C)C)c(OC)cc23)c(Cl)cc1Cl
1303,CHEMBL1088288,COc1cc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5CC6CCC(C5)N6C)cc4)ccnc23)ccc1Cl
1304,CHEMBL1088289,Oc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(NCC56CCN(CC5)CC6)cc4)ccnc23)c1
1305,CHEMBL1088295,CN(C)CCc1cccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)c1
1306,CHEMBL1088348,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(NCc2ccccc2)=N1
1307,CHEMBL1088372,COc1cc(Nc2c(C#N)cnc3cc(/C=C/CCN4CCCCC4)c(OC)cc23)c(Cl)cc1Cl
1308,CHEMBL108841,COc1cc2nc(Nc3c(C)cccc3Cl)c3cncn3c2cc1OCCN1CCOCC1
1309,CHEMBL1088423,O=c1[nH]c2cnc(-n3cnc4ccc(C(F)(F)F)cc43)nc2n1C1CCOCC1
1310,CHEMBL1088424,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOCC1
1311,CHEMBL1088429,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(Cl)ncn1
1312,CHEMBL1088437,Oc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5C[C@@H]6C[C@H]5CN6)cc4F)ccnc23)c1
1313,CHEMBL1088438,Oc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5C[C@@H]6C[C@H]5CN6)cc4Cl)ccnc23)c1
1314,CHEMBL1088439,Oc1cc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5C[C@@H]6C[C@H]5CN6)cc4)ccnc23)ccc1F
